name,padrillo,M,Dam_Mean_T3_BSN,Best_Foal_Bsn,mother,Momsiblings,uncles,M_age_at_birth,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,birth_eday,MomSib_wnrs3yo_at2y,sex,FathSibSTKWnrsPerOffs,FathSibSTKWnrShL4Gens,PS,PR,PRS,date,title,source,eday,auctionYear,auctionOrder,haras1,ageAtAuction,valueUSDB,pricePerBp,Sire_PS,f_STK_races_total_races,raced_won_g1_yn,cei_per_offs
IGUAL MANDA,LONG ISLAND SOUND (USA),IGUALITARIA,106.65737,100.43043,-.037671268,.15225302,.01390855,17.953424,9,0,21jul2020,1,1,.012658228,.01369863,.066373229,.7037431,.046709701,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,23,Abolengo,1.8356165,9943.4092,3329.8726,.32272792,.28,y-n-n,1.7652372
IMPENSADO CORAZON,EQUAL STRIPES,INFANTA ELENA,102.1338,107.81047,.077883691,.42786658,.0073224828,9.9397259,2,1,15jul2020,2,2,.045977011,.041436464,.1344319,.74574196,.10025151,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,1,Abolengo,1.6986301,50636.641,9523.8359,.23792353,.087321036,y-n-n,8.7814617
KILLING TEACHER,LEGION DE HONOR,KILLING ME,,,.1468516,-.081437469,.035973102,3.9616439,0,0,11jul2020,0,2,0,0,.08457128,.6942845,.058716528,"6 jun, 2022",Gran Venta Seleccion De Productos 2020 La Punta  Resumen,https://www.turfdiario.com/gran-venta-seleccion-de-productos-2020-la-punta-resumen/,06jun2022,2022,14,Abolengo,1.9041096,9729.7295,3135.8645,.078779534,,n-n-n,
LORD FAITH,COSMIC TRIGGER,LUNA COSCOINA,27.318562,103.82201,-.20455515,.18790126,.023286819,14.805479,3,0,14jul2020,0,2,.019512195,.019512195,.052392974,.69511175,.036418971,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,19,Abolengo,1.8547945,17547.193,3319.9966,.31282765,.083011582,n-n-n,.81980938
MARCOCHO,DADDY LONG LEGS (USA),MARIAH PLUS,116.21704,98.445343,.069195509,.1343984,-.020143397,15.89315,5,0,20jul2020,0,2,0,0,.060582466,.65981781,.039973389,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,42,Abolengo,1.6849315,18163.143,3225.6482,.34341687,1,y-y-y,1.0771962
CREMA DEL CIELO,COSMIC TRIGGER,CRIMINAL MAMBO,102.75315,74.677483,.12284747,-.081437469,.020770453,7.7561646,1,0,28jul2020,0,1,.018867925,.019512195,.027133659,.72624761,.019705754,"25 aug, 2022",Gran Venta Copa Agosto  Resumen,https://www.turfdiario.com/gran-venta-copa-agosto-resumen/,25aug2022,2022,29,Juan Antonio,2.0767124,12252.978,4055.7788,.30262965,.083798885,y-n-n,
GIVE ME TREASURE,TREASURE BEACH (GB),GIVE ME FRISCO,,59.208996,.061460882,-.081437469,.020725511,5.8136988,0,0,24jul2020,0,2,.032258064,.022556391,.060751319,.73606461,.044716895,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,31,Abolengo,1.8273972,12867.941,3223.907,.21337546,.07089109,n-n-n,
IGUAL A DADDY,DADDY LONG LEGS (USA),IGUALITARIAMENTE,97.288536,98.959373,.074189544,-.081437469,-.002825968,7.0027399,1,0,27jul2020,0,2,0,0,.044693176,.67572337,.030200224,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,73,Abolengo,1.6657535,8255.9746,1734.9072,.34294933,1,y-n-n,
BRUMA PLUS,PUERTO ESCONDIDO,CHAMPS,110.97009,90.87796,.1260356,-.081437469,-.0092903376,9.065753,1,0,22sep2020,0,1,0,0,.024017826,.7123419,.017108904,"7 apr, 2022",Gran Venta De Productos 2020  Racehorse  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-racehorse-resumen/,07apr2022,2022,27,San Francisco Chico,1.539726,7187.5044,6897.4644,.16135697,,n-n-n,.16417134
BOBBY BACCALIERI,WINNING PRIZE,BEAUTIFUL EYES,,109.73233,.018668652,.088960528,.022789188,10.024657,2,0,07sep2020,1,2,.014184397,.016666668,.029037293,.7082091,.020564476,"22 jul, 2021",Gran Venta 32Do. Aniversario Racehorse  Libro 2  Yearlings  Resumen,https://www.turfdiario.com/gran-venta-32d-aniversario-racehorse-libro-2-yearlings-resumen/,22jul2021,2021,51,Recoveco,.87123287,1527.0449,885.7002,.17873965,.0483559,n-n-n,5.5183105
WISH TO GO,WINNING PRIZE,GREAT WISH,101.74619,115.47234,-.15702558,.1095719,.026642665,13.057534,3,0,11oct2020,0,2,.0125,.016666668,.015818994,.76352721,.012078233,"25 apr, 2022",Milagro Catedratico Fue El Precio Maximo Este Domingo  Resumen,https://www.turfdiario.com/milagro-catedratico-fue-el-precio-maximo-este-domingo-resumen/,25apr2022,2022,24,Recoveco,1.5369864,5325.6768,3570.135,.17190512,.047358833,n-n-n,2.4681144
EL GRAN ROCK,LONG ISLAND SOUND (USA),ONLY MUSIC,,95.369751,.066062927,.09280248,.023416907,9.290411,1,0,16nov2020,0,2,.0061349692,.01369863,.042806715,.72814792,.031169621,"20 sep, 2022",El Primer Remate Del Haras Tradicion Tuvo A Jugadoraza Como Tope  Resumen,https://www.turfdiario.com/el-primer-remate-del-haras-tradicion-tuvo-a-jugadoraza-como-tope-resumen/,20sep2022,2022,3,Tradicion,1.8438356,14035.088,6284.1685,.25736541,.20967741,n-n-n,2.0805328
PERFUME DE ROSAL,FORGE (GB),ETHNIC,91.503967,93.369919,-.21472037,-.048767481,-.0034584999,16.243835,5,0,16nov2020,0,2,0,0,.0076388703,.75883657,.0057966541,"10 aug, 2022",Gran Venta Fallow Guineas  Productos 2020  Resumen,https://www.turfdiario.com/gran-venta-fallow-guineas-productos-2020-resumen/,10aug2022,2022,15,La Numancia,1.7315068,2745.512,6224.3433,.12544183,0,n-n-n,.21235314
ARTHUR SHELBY,SAFETY CHECK (IRE),TRUE PASSION,108.75258,98.935158,.17117149,.31404632,.0062205344,13.136987,1,0,24sep2019,1,2,0,0,.069169641,.74662793,.051643986,"25 jun, 2021",Venta Copa Bullrich Junio  Resumen,https://www.turfdiario.com/venta-copa-bullrich-junio-resumen/,25jun2021,2021,3,Heritage Stud,1.7534246,8024.8887,2065.8801,.10917557,.090909094,y-y-y,1.2524558
AMAZON PRIME,BODEMEISTER (USA),POTRA ANALA,89.072495,114.45089,-.28197944,.19687843,.022349738,21.123287,10,1,30sep2020,1,2,0,0,.03495539,.84070915,.029387316,"29 apr, 2022",Gran Venta Seleccion Haras La Pasion  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-la-pasion-resumen/,29apr2022,2022,22,La Pasion,1.5780822,11867.769,4174.5688,.1041048,.016393442,n-n-n,2.6656263
SEXY POR FOTO,SECURITY RISK (USA),SEXY BACK,103.12906,70.561607,.13553393,-.081437469,.020770453,7.0958905,0,0,02oct2020,0,2,0,0,.047621056,.54427052,.025918737,"24 jun, 2022",Gran Venta Fallow Estrellas  Resumen,https://www.turfdiario.com/gran-venta-fallow-repulica-resumen/,24jun2022,2022,7,La Pasion,1.7260274,14924.254,5208.4561,.1768218,.10526316,y-n-n,
NINGUNEANDO,BODEMEISTER (USA),STORMY NINGUNA,110.24782,105.28497,.14922917,.22109684,.028383568,12.123287,4,1,03oct2020,0,2,0,0,.068347983,.88300329,.060351495,"29 apr, 2022",Gran Venta Seleccion Haras La Pasion  Resumen,https://www.turfdiario.com/gran-venta-seleccion-haras-la-pasion-resumen/,29apr2022,2022,23,La Pasion,1.569863,59049.387,16812.75,.10176286,.016129032,y-y-y,1.676597
BAYERN MUNICH,BODEMEISTER (USA),BAY HARBOR,112.57131,107.04289,.18382686,-.081437469,.020770453,8.1671228,1,0,03oct2020,0,2,0,0,.038466219,.89999998,.034619596,"10 jun, 2022",Gran Venta De Productos 2020  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-resumen/,10jun2022,2022,8,La Pasion,1.6849315,7288.8384,2594.3386,.10176286,.016129032,y-n-n,.1740308
ORCHID MANTIS,BODEMEISTER (USA),ORCHIDEA,102.25168,93.914841,.16981545,-.081437469,.020770453,6.0575342,0,0,08oct2020,0,2,.0055248621,.011235955,.039375044,.83965343,.033061393,"24 jun, 2022",Gran Venta Fallow Estrellas  Resumen,https://www.turfdiario.com/gran-venta-fallow-repulica-resumen/,24jun2022,2022,2,La Pasion,1.709589,11607.753,4524.8267,.16231145,.030769231,n-n-n,
IN HONOR,LEGION DE HONOR,INALAY,104.2882,95.158043,-.29702491,.081215158,.01390855,21.758904,4,0,27jul2020,0,1,0,0,.026039695,.67244077,.017510153,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,76,Abolengo,1.6657535,8806.3721,4392.0889,.07668753,,y-n-n,1.1237121
INDISPENSABLEMENTE,LEGION DE HONOR,INDISTINTA,,95.856873,-.1610105,.054106385,.017128728,12.865753,3,0,28jul2020,0,1,0,0,.030443767,.60665005,.018468713,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,42,Abolengo,1.8164383,5673.5923,2760.6787,.076557323,,n-n-n,1.0193107
LIBERTAD CONDICIONAL,EQUAL STRIPES,LIBERTYWITHJUSTICE (USA),,116.80068,-.063135803,.21995246,-.0023198798,19.416439,8,1,27jul2020,3,1,.045751635,.041436464,.058310285,.72227234,.042115904,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,52,Abolengo,1.6657535,24217.523,8402.0557,.19706181,.087107569,n-n-n,3.2957382
ONLY LOVE,JOHN F KENNEDY (IRE),OHIO LADY,110.08794,99.553482,-.051505268,.11699393,.017194323,11.030137,2,0,22jul2020,1,2,.0089686103,.0090090092,.043901008,.70935225,.031141279,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,84,Abolengo,1.6794521,9907.1689,2122.2869,.14122619,.038863976,y-n-n,.81657976
OWE YOU ONE,LONG ISLAND SOUND (USA),OWE ME,91.842506,106.77119,-.11685961,.11031389,.017194323,12.019178,4,0,22jul2020,0,2,.012345679,.01369863,.067335069,.84721798,.057047483,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,87,Abolengo,1.6794521,5779.1821,810.93256,.32262558,.26923078,y-n-n,2.7579906
PURE TRIGGER,COSMIC TRIGGER,PURE MELODY,90.700363,131.92819,-.30166626,.34916097,.019703463,22.868494,8,1,23jul2020,4,2,.01904762,.019512195,.053708166,.72364157,.038865462,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,67,Abolengo,1.6767123,10457.567,1698.6605,.31154883,.085227273,n-n-n,5.1516156
GIANT DREAM,ORPEN (USA),GIGABYTE,101.49757,116.10507,-.25596929,.34329116,-.031743415,19.260275,8,2,04nov2020,2,2,.0499002,.032835823,.062685832,.74504375,.046703689,"15 may, 2022",Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen-2/,15may2022,2022,2,La Providencia,1.5260274,18020.676,8305.4238,.10129741,.099030003,n-n-n,3.6049597
HI HAT,FULL MAST (USA),HIPODAMIA,,95.791779,.068655193,.016572498,.023416907,9.2328768,3,0,08oct2020,0,2,.010362694,.013793103,.05022857,.77076817,.038714584,"15 may, 2022",Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen-2/,15may2022,2022,26,La Providencia,1.6,9300.9941,2692.0464,.1640981,.092872567,n-n-n,.62877524
HIT HAPPY,FULL MAST (USA),HISTORIA,,119.99716,-.29636633,.39185399,.53965771,20.895891,8,3,04sep2020,3,2,.011627907,.013793103,.1169206,.78588808,.091886505,"15 may, 2022",Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen-2/,15may2022,2022,7,La Providencia,1.6931506,20345.926,1431.4763,.16539638,.093301438,n-n-n,8.7080078
NUMERADOR,FULL MAST (USA),NUMMI,99.726334,99.985214,-.050000429,-.081437469,.002400808,11.216438,3,0,05oct2020,0,2,.010416667,.013793103,.028920483,.87111336,.025193019,"15 may, 2022",Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen-2/,15may2022,2022,13,La Providencia,1.6082191,13370.18,4212.0381,.16561081,.092105262,y-n-n,.39295533
JUDOKA HAPPY,HI HAPPY,JUANA DE VALOIS,,94.084373,.078799486,-.081437469,.040262744,7.9369864,0,0,18jul2020,0,2,0,0,.063080601,.85601377,.053997863,"15 may, 2022",Gran Venta Anual Haras La Providencia  Resumen,https://www.turfdiario.com/gran-venta-anual-haras-la-providencia-resumen-2/,15may2022,2022,12,La Providencia,1.8246576,15114.115,1661.3845,.37423468,,n-n-n,0
CRISCRAFT,HI HAPPY,CRIZA (USA),109.48429,114.03885,-.16347474,.27095881,-.097443491,13.679452,4,0,03nov2020,1,2,0,0,.047153275,.76954609,.036286619,"17 aug, 2022",Gran Venta De Productos 2020 Haras Santa Ines  Haras La Providencia,https://www.turfdiario.com/gran-venta-de-productos-2020-haras-santa-ines-haras-la-providencia/,17aug2022,2022,19,Santa Ines La Providencia,1.7863014,5830.9951,1330.348,.36408955,,y-n-n,2.8704877
CAMINA LA CITY,TOUAREG,POMPEII CITY (USA),,81.541389,-.0044589639,.0056825057,-.023492724,15.575342,1,0,08nov2020,0,2,0,0,.018781131,.46139783,.0086655729,"25 sep, 2022",Xxxviii Gran Remate Del Haras Don Florentino  Resumen,https://www.turfdiario.com/xxxviii-gran-remate-del-haras-don-florentino-resumen/,25sep2022,2022,22,Don Florentino,1.8794521,9824.5615,22873.854,-.11703546,,n-n-n,.23012015
BLANC DE BLANCS,QUE VIDA BUENA,VIUDA DE CLICQUOT (USA),,55.285709,-.042401254,-.081437469,-.0039026141,10.761643,1,0,18nov2020,0,2,.0048367595,.005602241,.0090409592,.38474864,.0034784968,"25 sep, 2022",Xxxviii Gran Remate Del Haras Don Florentino  Resumen,https://www.turfdiario.com/xxxviii-gran-remate-del-haras-don-florentino-resumen/,25sep2022,2022,16,Don Florentino,1.8520548,7017.5439,41671.68,-.078709468,.026777875,n-n-n,.042056076
FANTASTIC ISLAND,LIZARD ISLAND (USA),FANCY YANKEE (USA),,110.29804,-.17950511,.1923337,-.097443491,13.561644,5,1,10sep2020,1,2,.024390243,.009708738,.030592507,.72106677,.022059239,"25 sep, 2022",Xxxviii Gran Remate Del Haras Don Florentino  Resumen,https://www.turfdiario.com/xxxviii-gran-remate-del-haras-don-florentino-resumen/,25sep2022,2022,25,Don Florentino,2.041096,22105.264,16962.773,.065766796,.045433894,n-n-n,2.4885342
GATO COOL,FLESH FOR FANTASY,GAROTA CAT,97.483795,105.01881,-.15579784,.091202587,.022707142,13.156164,4,0,23oct2020,0,2,0,0,.0057989024,.46022817,.0026688182,"7 apr, 2022",Gran Venta De Productos 2020  Racehorse  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-racehorse-resumen/,07apr2022,2022,26,San Francisco Chico,1.4547945,4600.0024,12525.979,-.12505352,.023634883,n-n-n,1.8297763
CONTINENTAL,COSMIC TRIGGER,CAREFUL,102.21251,111.85789,-.24908954,.17070979,.019703463,19.213699,10,1,02oct2020,3,2,.016194332,.019512195,.026860887,.73073292,.019628134,"2 aug, 2022",Gran Venta De Productos 2020 Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-haras-abolengo-resumen/,02aug2022,2022,7,Abolengo,1.8328767,13715.447,3881.2935,.33073282,.086477987,y-n-n,2.3072762
INTENSA SOY,LEGION DE HONOR,INTENSE STRIPES,98.830902,128.30057,-.30696511,.21301752,.01390855,23.002739,11,1,27sep2020,1,1,0,0,.024349248,.62157375,.015134853,"22 aug, 2022",Gran Venta Aniversario Hipodromo La Punta  Resumen,https://www.turfdiario.com/gran-venta-aniversario-hipodromo-la-punta-resumen/,22aug2022,2022,1,Abolengo,1.9013698,12413.793,6874.1816,.068726048,,n-n-n,2.7674789
VENTAJERO JOHN,JOHN F KENNEDY (IRE),SHY VENTAJERA,,112.19341,-.28272903,.20283628,-.003007926,19.852055,9,1,26aug2020,1,2,.0083333338,.0090090092,.028461769,.65657169,.018687192,"10 oct, 2022",Gran Venta Estrellas De La Punta  Resumen,https://www.turfdiario.com/gran-venta-estrellas-de-la-punta-resumen/,10oct2022,2022,15,Abolengo,2.1232877,8727.2725,2610.2932,.13425574,.039051604,n-n-n,2.7293389
SOUQ WAQIF,COSMIC TRIGGER,SHILLYSHALLY,122.10719,124.40004,-.03801024,.010807209,.0016836524,11.983562,3,0,22aug2020,0,2,.017857144,.019512195,.033294376,.77820069,.025909707,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,14,Abolengo,1.7479452,29830.227,8182.3472,.30468178,.084805652,y-n-n,.95751202
VINO DEL BUENO,JOHN F KENNEDY (IRE),VINEDRESSER,81.823814,83.691841,-.16128182,-.081437469,-.0036116242,14.838356,4,0,20aug2020,0,2,.008510638,.0090090092,.01908043,.64962214,.01239507,"2 aug, 2022",Gran Venta De Productos 2020 Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-haras-abolengo-resumen/,02aug2022,2022,25,Abolengo,1.9506849,3657.4526,1894.7141,.13567117,.039492242,n-n-n,.023339968
ALITZER,DADDY LONG LEGS (USA),ALL I CAN,85.836357,40.999947,.10089782,-.081437469,.035776839,5.8630137,0,0,08aug2020,0,1,0,0,.043195542,.54997474,.023756457,"7 oct, 2022",Gran Venta Octubre De Productos 2020  Racehorse  Resumen,https://www.turfdiario.com/gran-venta-octubre-de-productos-2020-racehorse-resumen/,07oct2022,2022,48,Varias Procedencias,2.1643836,2983.7402,884.14618,.34214967,1,n-n-n,
BAMBINO COSMICO,COSMIC TRIGGER,BAMBINA MINE,,109.04609,-.048467159,.13794041,-.020540833,10.835616,2,0,05aug2020,1,2,.018348623,.019512195,.051859017,.72922128,.0378167,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,28,Abolengo,1.7945205,17547.193,3469.6584,.3010267,.082417585,n-n-n,2.7239518
BELLA GIULIA,DADDY LONG LEGS (USA),BARBIE GIRL,90.110085,99.168808,-.036836565,-.081437469,.005791232,10.876713,2,0,02aug2020,0,1,0,0,.027317282,.51841843,.014161782,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,34,Abolengo,1.6493151,38527.879,13800.548,.3425492,1,y-n-n,.12192123
BIEN ACERTADO,COSMIC TRIGGER,BEST TIME,70.337662,109.89574,-.25719237,.1586926,-.0011986792,18.035616,8,0,03aug2020,0,2,.018604651,.019512195,.031736545,.73567736,.023347858,"2 aug, 2022",Gran Venta De Productos 2020 Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-haras-abolengo-resumen/,02aug2022,2022,10,Abolengo,1.9972603,10378.021,2456.0195,.30121833,.082568809,n-n-n,2.3534684
CARMEN LA LINDA,DADDY LONG LEGS (USA),CARMELINDA,103.2894,96.542137,.18676823,-.081437469,-.00099324435,11.99726,1,0,07aug2020,0,1,0,0,.045047153,.55788183,.025130989,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,85,Abolengo,1.6356164,13209.559,3094.9817,.34221619,1,y-y-n,0
EMPODERADA,DADDY LONG LEGS (USA),EMBRACE MOI,,117.57001,-.27162969,.29598269,-.0034745038,19.041096,5,2,10aug2020,2,1,0,0,.045069207,.46715173,.021054158,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,20,Abolengo,1.6273973,42380.668,11028.529,.34201664,1,n-n-n,14.800499
EQUIPADA A TOPE,FORTIFY (USA),EQUIPADA,,110.50288,-.12089533,.17518583,-.020540833,11.890411,3,0,02aug2020,0,1,.065727696,.054711245,.065725662,.82321906,.054106619,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,18,Abolengo,1.6493151,57791.82,10728.297,.43011764,.1433892,n-n-n,3.6466656
QUEEN SIENNA,FORTIFY (USA),GAMUZA FINA,114.47928,110.36575,.18283045,.27718899,.016137123,11.947946,5,1,05aug2020,0,1,.065116279,.054711245,.098658502,.75175494,.074167013,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,3,Abolengo,1.6410959,71551.773,13712.322,.42989847,.1430562,y-y-y,4.9252162
INDIA PAULA,LONG ISLAND SOUND (USA),INDIANAPOLA,95.216759,93.96048,.23320091,.16705959,-.010811225,9.8328772,3,0,06aug2020,0,1,.011363637,.01369863,.077069782,.77539891,.059759825,"27 mar, 2022",Gran Venta Selecta Haras Abolengo / Haras Vacacion  Resumen,https://www.turfdiario.com/gran-venta-selecta-haras-abolengo-haras-vacacion-resumen/,27mar2022,2022,82,Abolengo,1.6383562,5779.1821,1005.1125,.27872065,.23333333,y-n-n,2.4955947
ITALIA DIVINA,DADDY LONG LEGS (USA),ITALIA BONITA,95.158043,92.815987,.11718464,-.081437469,-.0028729066,7.9780822,0,0,07aug2020,0,1,0,0,.031142574,.50664628,.01577827,"2 aug, 2022",Gran Venta De Productos 2020 Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-de-productos-2020-haras-abolengo-resumen/,02aug2022,2022,20,Abolengo,1.9863014,3657.4526,1704.5696,.34221619,1,n-n-n,
PURO DE CUBA,LONG ISLAND SOUND (USA),PURE DEPUTY (USA),,110.05039,-.21503001,-.081437469,-.0048988238,15.394521,1,0,04aug2020,0,2,.011627907,.01369863,.031943873,.60901368,.019454256,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,36,Abolengo,1.7972603,9066.0498,3453.4065,.29087591,.25,n-n-n,0
ASI SERE,JOHN F KENNEDY (IRE),ASPEN STRIPES,73.741653,101.48646,.09678942,-.081437469,.035776839,13.049315,1,0,15aug2020,0,1,.0086206896,.0090090092,.02041683,.46671671,.0095288754,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,40,Abolengo,1.7671233,3509.4385,3246.0674,.13683259,.039886039,n-n-n,0
BAMBA DE ARECO,FORTIFY (USA),BAMBA LINDA,93.867661,83.95285,.19201845,-.081437469,.035776839,5.8630137,0,0,11aug2020,0,1,.064220183,.054711245,.066157639,.73697203,.048756331,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,2,Abolengo,1.7780821,78962.367,17034.545,.42510828,.14239483,n-n-n,
QUINTA EDICION,MANIPULATOR (USA),SUNNY MAD,103.28801,99.335258,-.12698102,-.033917483,-.097443491,12.358904,2,0,20jul2020,0,1,.028490029,.0132626,.026022565,.64625961,.016817333,"25 apr, 2022",Milagro Catedratico Fue El Precio Maximo Este Domingo  Resumen,https://www.turfdiario.com/milagro-catedratico-fue-el-precio-maximo-este-domingo-resumen/,25apr2022,2022,20,Cortines,1.7643836,7848.3657,8772.9111,.0098032206,.046911288,n-n-n,1.5018525
EN UN RINCON,MANIPULATOR (USA),COMO MI HERMANA (USA),92.285599,121.60896,.05077976,-.081437469,.017338112,10.347945,2,0,05jul2020,0,2,.028544243,.0132626,.058442388,.73757035,.043105371,"25 apr, 2022",Milagro Catedratico Fue El Precio Maximo Este Domingo  Resumen,https://www.turfdiario.com/milagro-catedratico-fue-el-precio-maximo-este-domingo-resumen/,25apr2022,2022,7,Cortines,1.8054794,8689.2617,2752.1843,.011758104,.046991605,n-n-n,.0091918288
SECRETOS DEL DESTINO,FALLING SKY (USA),TAW SECRETA,37.973835,,.055679113,-.081437469,.0018037111,6.1643834,0,0,04sep2020,0,1,0,0,.0053032688,.42412299,.0022492383,"20 sep, 2022",El Primer Remate Del Haras Tradicion Tuvo A Jugadoraza Como Tope  Resumen,https://www.turfdiario.com/el-primer-remate-del-haras-tradicion-tuvo-a-jugadoraza-como-tope-resumen/,20sep2022,2022,13,La Valkiria,2.0438356,5614.0352,14689.05,.10961193,.013157895,n-n-n,
CANTOR MIRO,QUE VIDA BUENA,EXPERIENCIA DOLCE,96.579216,,.08295384,-.081437469,.0081269071,5.8794522,0,0,15aug2020,0,2,.0051480052,.005602241,.023782659,.52952379,.012593484,"26 apr, 2022","Sweet Home Bs As Y Gomerazo, Precios Maximos En Don Florentino  Resumen",https://www.turfdiario.com/sweet-home-bs-as-y-gomerazo-precios-maximos-en-don-florentino-resumen/,26apr2022,2022,8,,1.6958904,7582.9385,14763.571,-.070762649,.027001861,n-n-n,
LA MALBEQ,SANTILLANO,VINAZA,,,.017375231,-.081437469,.0089738891,10.041096,0,0,22aug2020,0,1,.0090090092,.010526316,.011377461,.31214803,.0035514522,"26 apr, 2022","Sweet Home Bs As Y Gomerazo, Precios Maximos En Don Florentino  Resumen",https://www.turfdiario.com/sweet-home-bs-as-y-gomerazo-precios-maximos-en-don-florentino-resumen/,26apr2022,2022,24,,1.6767123,4691.9434,9931.6201,.12394428,.036809817,n-n-n,0
BANCO A MORIR,EQUAL STRIPES,BARBOUR GIRL,,,.14239755,-.081437469,.044176608,4.0301371,0,0,11aug2020,0,2,.045417681,.041436464,.095084988,.68290687,.064934194,"22 may, 2022",Gran Venta Otono Haras Abolengo  Resumen,https://www.turfdiario.com/gran-venta-otono-haras-abolengo-resumen/,22may2022,2022,3,Abolengo,1.7780821,50886.859,22212.098,.19484904,.087307692,n-n-n,
