lote,name,birth_year,haras,studbook_id,padrillo,M,birth_eday,sex,PR,PS,PRS,Remate,Start,End,Source,link,age,yegua
65,TABA IS BACK (USA),2007.0,LA PASION,286540,PULPIT (USA),TABA STAR (USA),2007-04-19,Female,0.49486628,0.30804092,0.15243906,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,17,True
48,TABLIT,2023.0,SANTA MARIA DE ARARAS,443373,HIT IT A BOMB (USA),TAIKA,2023-08-05,Female,0.51252353,0.15820748,0.081085056,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
35,TAKE ONE,2023.0,SANTA MARIA DE ARARAS,447391,JAPAN (USA),TAKEN AWAY (BRZ),2023-10-28,Male,0.58305055,0.25334525,0.14771309,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
17,TALK TO ME,2023.0,VACACION,442105,FORTIFY (USA),TODA UNA SEÑORA,2023-08-05,Male,0.73067766,0.16906898,0.12353493,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
66,TAN ALEGRE,2009.0,FIRMAMENTO,302544,SOUTHERN HALO (USA),ALEGRIA MIA,2009-10-08,Female,0.68367994,0.23372835,0.15979539,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,15,True
51,TAN FELIZ,2023.0,VACACION,446562,UNCLE CHUCK (USA),TRIGORIA,2023-10-19,Male,0.61256057,0.18368471,0.11251801,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
9,TAREA DIFICIL,2023.0,VACACION,441810,FORTIFY (USA),TRILOGIQUE,2023-07-23,Female,0.63533461,0.31535888,0.20035841,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
8,TAREA FACIL,2023.0,VACACION,443796,FORTIFY (USA),TEMIDA RYE,2023-09-07,Female,0.6157524,0.27098668,0.1668607,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
48,TAREA SIMPLE,2023.0,VACACION,444417,UNCLE CHUCK (USA),TAMARIU,2023-09-17,Female,0.53518832,0.15795718,0.084536836,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
30,TATTO BLACK,2023.0,SANTA MARIA DE ARARAS,441766,DANIEL BOONE (BRZ),TATTOUM,2023-07-21,Male,0.70220351,0.19329935,0.13573548,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
32,TAX FREE,2023.0,VACACION,444420,TREASURE BEACH (GB),TIMBERLINE,2023-09-19,Male,0.64613283,0.2306007,0.14899868,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
36,TEAM VIOLET,2023.0,SANTA MARIA DE ARARAS,444542,DANIEL BOONE (BRZ),TALK OF ANGELS,2023-09-05,Female,0.63307065,0.14061432,0.089018799,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
39,TELEGRAM,2023.0,EL MALLIN,444085,SOVEREIGN (IRE),WHATSAPEAME,2023-08-04,Male,0.68501979,0.15501784,0.10619029,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
32,TENAZ SOY,2023.0,ABOLENGO,442284,EQUAL STRIPES,TENACEA,2023-07-24,Female,0.44152707,0.12162059,0.053698782,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
42,TENER RESPETO,2023.0,VACACION,444416,CITYSCAPE (GB),TRASPARENZA,2023-09-15,Male,0.49024001,0.19176097,0.0940089,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
67,THUNDER BAMBA,2007.0,FIRMAMENTO,282272,THUNDER GULCH (USA),BAMBA FITZ,2007-09-24,Female,0.61578554,0.36882803,0.22711897,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,17,True
21,TIERNA MIRADA,2023.0,VACACION,441783,FORTIFY (USA),THURMAN,2023-07-21,Female,0.65399736,0.20192854,0.13206074,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
57,TIKTOKERA,2023.0,ABOLENGO,443619,PNEUMATIC (USA),TESALICA,2023-08-28,Female,0.44665721,0.12303132,0.054952826,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
33,TINCHINIO,2023.0,EL MALLIN,445491,SOVEREIGN (IRE),TONINHA,2023-09-29,Male,0.75036776,0.20486063,0.15372081,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
68,TINTA CHINA (USA),2009.0,LA PASION,374284,ENGLISH CHANNEL (USA),TING A FOLIE,2009-03-01,Female,0.58959681,0.34352344,0.20254032,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,16,True
1,TIZNOW FOREVER,2021.0,FIRMAMENTO,432367,MIDSHIPMAN (USA),TIZ FOREVER (USA),2021-03-20,Male,0.60229522,0.14843982,0.089404598,VENTA TRAINING - HARAS FIRMAMENTO . 18h,31/03/2025,31/03/2025,bullrich,https://antoniobullrich.com//remates/venta-training-haras-firmamento-18h/lotes,4,False
14,TOULOUSE,2023.0,SANTA MARIA DE ARARAS,443370,DANIEL BOONE (BRZ),TATIE QUEEN,2023-08-20,Male,0.69025558,0.21840397,0.15075456,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
29,TROVATORE,2023.0,SANTA MARIA DE ARARAS,445905,DANIEL BOONE (BRZ),TRI BACANA (USA),2023-10-02,Male,0.64208484,0.19280241,0.12379551,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
2,TRUCO GALLO,2023.0,SANTA MARIA DE ARARAS,445896,FORTIFY (USA),TROPEADORA,2023-09-27,Male,0.62510371,0.31873876,0.19924478,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
52,TRUMAN CAPOTE,2023.0,EL MALLIN,447000,NICHOLAS,GOLIGHTLY,2023-09-17,Male,0.51405847,0.071284771,0.036644541,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
44,TU MISMA,2023.0,VACACION,441776,UNCLE CHUCK (USA),TIMBORERA,2023-07-16,Female,0.62550265,0.15078665,0.094317451,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
11,TWEEDY GUY,2023.0,SANTA INES,442774,UNCLE CHUCK (USA),TWEEDY LADY,2023-07-30,Male,0.64306408,0.14515199,0.093342029,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
9,UN RELAMPAGO,2023.0,EL CHANAR,443831,TREASURE BEACH (GB),UNA DIOSA,2023-08-27,Male,0.59323144,0.13859704,0.082220122,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
44,UNA BANDA,2023.0,EL MALLIN,447010,SOVEREIGN (IRE),UNA BOCHA,2023-10-11,Female,0.67137396,0.21851724,0.14670679,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
39,UNICA PASION,2023.0,VACACION,442181,CITYSCAPE (GB),UNA SEÑORA,2023-08-06,Female,0.6298216,0.20513964,0.12920137,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
69,UNICA SANTA,2020.0,LA PASION,420340,SANTILLANO,UNBRIDLED IDOL (USA),2020-08-11,Female,0.74280483,0.1662598,0.12349858,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,4,False
33,UNNA GENIA,2023.0,ABOLENGO,442943,PNEUMATIC (USA),UCRANIAN GIRL,2023-08-23,Female,0.5922128,0.13675518,0.080988169,Haras ABOLENGO,06-04-2025,08-04-2025,argsales,https://arg-sales.com//remates/view/344,1,False
31,VAE SOLI,2023.0,SANTA MARIA DE ARARAS,447387,DANIEL BOONE (BRZ),VISION OF MOON,2023-10-19,Male,0.62157607,0.21253251,0.13210513,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
42,VERTIGINOSO,2023.0,SANTA MARIA DE ARARAS,447381,JAPAN (USA),VIVA LAS VEGAS,2023-10-15,Male,0.61783636,0.15716155,0.097100116,Haras SANTA MARIA DE ARARAS,10-04-2025,13-04-2025,argsales,https://arg-sales.com//remates/view/345,1,False
70,VETTORA,2014.0,LA PASION,343416,EQUAL STRIPES,STORMY VENTURADA,2014-08-28,Female,0.66822958,0.12214833,0.08162313,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,10,True
6,VIL BOMB,2021.0,FIRMAMENTO,430784,HIT IT A BOMB (USA),STORMY VIL,2021-10-19,Female,0.71379006,0.23925464,0.17077759,VENTA TRAINING - HARAS FIRMAMENTO . 18h,31/03/2025,31/03/2025,bullrich,https://antoniobullrich.com//remates/venta-training-haras-firmamento-18h/lotes,3,False
71,VIVANTA (IRE),2011.0,LA PASION,389592,INVINCIBLE SPIRIT (IRE),VADORGA,2011-04-16,Female,0.24501556,0.1826383,0.044749226,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,13,True
28,VIVIR EN PAZ,2023.0,VACACION,445453,FORTIFY (USA),VITOLIA,2023-09-14,Male,0.73266321,0.24743852,0.18128911,Haras VACACION,26-03-2025,29-03-2025,argsales,https://arg-sales.com//remates/view/342,1,False
72,VOLKOVA,2011.0,LA PASION,315048,EASING ALONG (USA),VLYTAVA,2011-08-22,Female,0.78727198,0.27176648,0.21395414,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,13,True
9,WELLINGTON CITY,2022.0,FIRMAMENTO,436812,CITYSCAPE (GB),WELCOME CRAF,2022-09-21,Male,0.65264183,0.18985809,0.12390933,VENTA TRAINING - HARAS FIRMAMENTO . 18h,31/03/2025,31/03/2025,bullrich,https://antoniobullrich.com//remates/venta-training-haras-firmamento-18h/lotes,2,False
73,WONDERFUL HALO,2008.0,FIRMAMENTO,290532,SOUTHERN HALO (USA),MISS WONDERFUL,2008-09-13,Female,0.71340758,0.32475582,0.23168325,REMATE DE YEGUAS MADRES - FIRMAMENTO Y LA PASION . 14h,27/03/2025,27/03/2025,bullrich,https://antoniobullrich.com//remates/remate-de-yeguas-madres-firmamento-y-la-pasion-14h/lotes,16,True
29,WOODY MATIC,2023.0,EL ARROYO,444027,PNEUMATIC (USA),WAVE PEDANT,2023-09-18,Male,0.42683297,0.069706142,0.02975288,COPA BULLRICH ABRIL . 14h,10/04/2025,10/04/2025,bullrich,https://antoniobullrich.com//remates/copa-bullrich-abril-14h/lotes,1,False
10,ACCIONADO BOY,,La Esperanza,442211,SUGGESTIVE BOY,ACCIONADORA,2023-08-04,Male,0.61317658,0.15763031,0.096655212,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
29,ALZEHBA (USA),,Santa Ines,378641,ELUSIVE QUALITY (USA),AQAARID (USA),2005-02-11,Female,0.44513008,0.25422543,0.11316339,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,20,True
9,ARISA,,Santa Ines,361310,ORPEN (USA),ASPEN DAYS,2016-09-04,Female,0.55000788,0.18234399,0.10029063,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,8,True
23,ART ACADEMY,,Santa Ines,422639,PUERTO ESCONDIDO,ARTISTICA,2020-10-03,Female,0.56767631,0.088400729,0.050182998,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,4,False
19,ASPEN ROSE,,Santa Ines,406834,JOHN F KENNEDY (IRE),ASPEN DAYS,2018-08-05,Female,0.62522197,0.2071353,0.12950554,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,6,True
3,BALANTRIA,,Santa Ines,421703,HURRICANE CAT (USA),BASKA HERMOSA,2020-08-24,Female,0.59011918,0.18491091,0.10911947,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,4,False
25,BASKA HERMOSA,,Santa Ines,266484,ENGRILLADO,DARK BEAUTY,2005-09-24,Female,0.54281718,0.14660883,0.07958179,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,19,True
10,BASKA LINDA,,Santa Ines,410451,EQUAL STRIPES,BASKA HERMOSA,2018-10-11,Female,0.46852744,0.13717137,0.064268552,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,6,True
12,CASSIA ANTICA,,Santa Ines,407284,CATCHER IN THE RYE (IRE),COSTA MAYA,2018-08-17,Female,0.57022804,0.13615334,0.077638455,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,6,True
1,EARLY TRIGGER,,La Esperanza,443768,COSMIC TRIGGER,EARLY START,2023-08-30,Male,0.58829397,0.11980664,0.070481524,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
16,EJECUTORA,,La Esperanza,445788,FORGE (GB),ESPECULADORA,2023-10-03,Female,0.60444129,0.078016192,0.047156207,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
9,EL GUIONISTA,,La Esperanza,443767,CITYSCAPE (GB),ENMENDADORA,2023-08-24,Male,0.65437019,0.13627583,0.089174837,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
7,ELEVADISIMO,,La Esperanza,442209,SUGGESTIVE BOY,ELEGANTE PRINCESA,2023-07-26,Male,0.5725013,0.13194665,0.075539634,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
2,ENUNCIATIVA,,Santa Ines,415775,FORTIFY (USA),ENUNCIADA,2019-09-02,Female,0.61797428,0.15044713,0.092972457,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,5,True
11,EPIK GIRL,,La Esperanza,442212,SUGGESTIVE BOY,EPIKA,2023-08-08,Female,0.48712119,0.13625711,0.066373728,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
6,ESLOVENIA,,Santa Ines,416283,HURRICANE CAT (USA),ANNABELLE (USA),2019-09-12,Female,0.59559488,0.10382651,0.061838537,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,5,True
4,ESTRUENDO,,La Esperanza,442210,TREASURE BEACH (GB),ESTIMADORA,2023-08-01,Male,0.68733037,0.12408786,0.085289359,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
22,FIDENZA,,Santa Ines,431544,PUERTO ESCONDIDO,POLOMA (USA),2021-10-21,Female,0.62045753,0.14416564,0.089448653,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,3,False
13,FOR MY LADY,,Santa Ines,344592,CATCHER IN THE RYE (IRE),FOREVER INDY (USA),2014-09-13,Female,0.46959275,0.10720637,0.050343331,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,10,True
20,HALLOWEEN NIGHT,,Santa Ines,326590,JUMP START (USA),HALLOWEEN DANCE (USA),2012-09-11,Female,0.64988077,0.16024782,0.10414197,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,12,True
18,ICE STAR,,La Esperanza,445795,NICHOLAS,ICY GIRL,2023-10-16,Male,0.54924244,0.062044892,0.034077689,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
8,IN YOUR MIND,,La Esperanza,445793,PNEUMATIC (USA),INDIA DEL NORTE,2023-10-11,Male,0.6405409,0.084061734,0.053844977,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
11,JOYA GAUCHA,,Santa Ines,347989,EXCHANGE RATE (USA),JOYA SURERA,2014-10-19,Female,0.62948108,0.18738241,0.11795369,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,10,True
16,KATALIN,,Santa Ines,427184,IL CAMPIONE (CHI),KATY ROSE,2021-07-06,Female,0.71232015,0.19056875,0.13574596,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,3,False
30,LA COMPADRADA,,Santa Ines,258514,POTRILLON,LA PORTEÑA,2004-10-01,Female,0.51821649,0.11318397,0.058653798,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,20,True
14,LA REPRISE,,Santa Ines,400729,ORPEN (USA),LA COMPADRADA,2017-09-21,Female,0.62242913,0.23234293,0.14461701,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,7,True
18,LARIANA,,Santa Ines,360382,EXCHANGE RATE (USA),LUNA LIBRE,2016-08-24,Female,0.54597229,0.20048274,0.10945802,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,8,True
6,LATERAL SCAPE,,La Esperanza,445789,CITYSCAPE (GB),LA VENTURANZA,2023-10-06,Male,0.67362207,0.12638158,0.085133418,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
13,LICITADOR,,La Esperanza,443780,FORGE (GB),LITURGIA ASIATICA,2023-09-24,Male,0.67330784,0.075044706,0.050528187,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
5,LITIGADA,,La Esperanza,445790,SEÑOR CANDY (USA),LUMINOSA ES,2023-10-11,Female,0.6082713,0.080333926,0.048864823,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
27,MAGNETIC FILLY,,Santa Ines,267984,ORPEN (USA),MELCA,2005-11-09,Female,0.55830926,0.12836502,0.071667381,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,19,True
15,MARINA BEACH,,Santa Ines,422346,HI HAPPY,MARINA AZUL,2020-09-28,Female,0.49973592,0.10203657,0.050991338,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,4,False
24,MERHAVIA,,Santa Ines,423206,PUERTO ESCONDIDO,MACAMBARA,2020-08-01,Female,0.48163673,0.087155007,0.041977052,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,4,False
4,MISS ALLURE,,Santa Ines,405985,EQUAL STRIPES,MISS CHIC,2018-07-17,Female,0.57964104,0.14623719,0.084765077,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,6,True
5,QUEEN ARETHA,,Santa Ines,414217,IL CAMPIONE (CHI),QUEEN HALO,2019-07-26,Female,0.70682842,0.25626147,0.18113288,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,5,True
7,QUEEN DARIA,,Santa Ines,413949,IL CAMPIONE (CHI),QUEEN DORIA,2019-07-25,Female,0.68782473,0.11822417,0.081317507,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,5,True
8,QUEEN HAYFA,,Santa Ines,419269,EQUAL STRIPES,QUEEN NOOR,2019-11-17,Female,0.45194697,0.066921927,0.030245163,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,5,True
28,QUEEN NOOR,,Santa Ines,276931,SOUTHERN HALO (USA),QUENDOM,2006-10-26,Female,0.53151286,0.15361032,0.081645861,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,18,True
15,SAHARAN STAR,,La Esperanza,442214,LUCULLAN (USA),SAHARAN LADY,2023-08-14,Male,0.64919424,0.16209188,0.10522912,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
12,SANSA,,La Esperanza,443770,NICHOLAS,SASSY DUBAI,2023-09-08,Female,0.53738165,0.092758119,0.049846511,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
3,SARAGOSSA CANDY,,La Esperanza,442216,SEÑOR CANDY (USA),SARAGOSSA,2023-08-16,Female,0.60928369,0.13313389,0.081116304,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
17,SHERAH,,Santa Ines,363190,EXCHANGE RATE (USA),SIFRA,2016-09-30,Female,0.66785622,0.25829902,0.17250662,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,8,True
21,SIBERIAN ROSE,,Santa Ines,306506,EXCHANGE RATE (USA),SIBERINA,2010-08-05,Female,0.560974,0.18086094,0.10145828,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,14,True
26,SIFRA,,Santa Ines,277380,SOUTHERN HALO (USA),MY PALESTINA,2006-10-20,Female,0.68265921,0.29499403,0.20138039,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,18,True
17,SOUND LADY,,La Esperanza,443381,NICHOLAS,SAGADORA,2023-08-15,Female,0.48900655,0.093422279,0.045684107,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
2,SOÑADORA CANDY,,La Esperanza,443769,SEÑOR CANDY (USA),SANAMIA,2023-09-04,Female,0.52872688,0.240475,0.12714559,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
14,SPICY LADY,,La Esperanza,443379,NICHOLAS,SPICE LADY,2023-07-20,Female,0.52814168,0.11339024,0.059886109,Gran Venta Haras La Esperanza,01-04-2025,01-04-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/101,1,False
1,TWEEDIA,,Santa Ines,423662,FORTIFY (USA),TWILA,2020-08-27,Female,0.67155409,0.13864182,0.09310548,Gran Venta Anual Haras Santa Ines,25-03-2025,25-03-2025,fallowremates,https://www.fallowremates.com/plataforma-remates/clientes/remates/listado/102,4,False
