title,eday,year,genre,auctionOrder,haras1,name,padrilloAuction,yeguaAuction,studbook_id,birth_eday,PR,PS,PRS,valueUSDB,pricePerBp
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,28,La Leyenda,LA MARAVILLA BOSS,HOLY BOSS,LA BLUSERA,407321,03sep2018,.65717256,.049952067,.032827128,2324.8926,708.22296
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,18,San Lorenzo De Areco,LA ECOLOGIA GANA,ECOLOGO,VICTORIOSA STAR,405747,15jul2018,.63648671,.019605335,.012478535,2487.0942,1993.0979
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,12,San Lorenzo De Areco,QUE TALENTOSA,EQUAL TALENT,RECONCILIATION,408944,19sep2018,.62698251,.011059138,.0069338861,3838.7761,5536.2549
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,34,Cortines,JOY FILOSA,RED DIAMOND,JOY JOY,412484,15oct2018,.35678482,.0047309943,.001687947,2757.4307,16336.003
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,17,San Lorenzo De Areco,LINDA TABLET,LENOVO,BARACA NISTEL,408946,29sep2018,.71285248,.020570233,.014663542,9461.7715,6452.5825
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,25,Cortines,MUSIC MANI,MANIPULATOR,BALTIC MUSIC,412202,18oct2018,.54599798,.011182088,.0061053978,3514.3723,5756.1724
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,22,San Lorenzo De Areco,PERFECT PEACE,PERFECTPERFORMANCE,PEACE STAR,406473,25jul2018,.6662541,.016745407,.011156696,3460.3052,3101.55
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,29,San Lorenzo De Areco,LA ECOLOGA,ECOLOGO,CORRA CORRA,406478,15aug2018,.71098757,.019442597,.013823445,2649.2961,1916.5238
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Macho,11,San Lorenzo De Areco,CANDY EMBRUJADO,STORM EMBRUJADO,CANDY SALE,410326,21oct2018,.46880305,.0061697252,.0028923859,3189.9688,11028.849
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,9,La Leyenda,TOTAL FUN,HORSE GREELEY,TOTAL JOY,408506,02oct2018,.65376377,.11071084,.07237874,2324.8926,321.2121
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,14,La Leyenda,DONA GLA,SEEK AGAIN,DONA BERNSTEIN,407312,04sep2018,.49645528,.016713016,.0082972646,2649.2961,3192.9753
Venta Haras San Lorenzo De Areco E Invitados  Resumen,21sep2020,2020,Hembra,15,San Lorenzo De Areco,DULCE CABERNET,PORTAL DEL ALTO,AMIGA DEL ALMA,410332,09oct2018,.63757247,.00743018,.004737278,2757.4307,5820.707
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,24,Abolengo,DEAR WINNIE,LIZARD ISLAND,DEAR WENDY,407404,27aug2018,.6021083,.019919993,.011993993,4563.2773,3804.6357
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,6,Abolengo,ENOLA,COSMIC TRIGGER,IT LOOKS FINE,410091,08oct2018,.52786261,.013581696,.0071692695,9126.5547,12730.104
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,1,Abolengo,ETERNAL NIGHT,EQUAL STRIPES,ETERNAL SUN,408431,24sep2018,.52408081,.032053389,.016798565,12549.013,7470.2886
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,26,Abolengo,SAY IT AGAIN,ASIATIC BOY,SAY IT RIGHT,406683,03aug2018,.63009417,.027029369,.017031047,3707.6626,2177.0022
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,8,Abolengo,EMERALD SKY,TREASURE BEACH,EMERALD SPIRIT,410092,10oct2018,.64530355,.039687559,.025610523,8556.1445,3340.8706
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,25,Abolengo,SPICY EYES,JOHN F KENNEDY,STARRY EYES,408428,22sep2018,.45817366,.041683402,.019098237,4563.2773,2389.3708
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,23,Abolengo,OSADO SOY,LIZARD ISLAND,ORIENTAL BAY,408236,14sep2018,.66303396,.032200735,.021350181,5133.687,2404.5168
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,3,Abolengo,MARY'S CALL,TREASURE BEACH,MARYS LUCK,,,,,,11693.397,
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,22,Abolengo,SHE WILL TOO,JOHN F KENNEDEY,SHE WILL BE,,,,,,4563.2773,
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,16,Abolengo,DEAR SALLY,TREASURE BEACH,DEAR LIZ,406218,30jul2018,.66951025,.046145752,.030895054,5704.0967,1846.2815
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,9,Abolengo,EARLY BET,CATCHER IN THE RYE,EARLY RISE,411068,16sep2018,.48163432,.027576569,.013281822,7985.7349,6012.5298
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,15,Abolengo,PERSONAL HURRY,HURRICANE CAT,PERSONAL FEST,408426,21sep2018,.56222481,.028391585,.015962454,6274.5063,3930.7908
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,19,Abolengo,ESTA LISTA,JOHN F KENNEDY,ESTHETICALLY,407100,21aug2018,.48300231,.067017496,.032369606,7130.1206,2202.7209
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,10,Abolengo,IS RUBY,TREASURE BEACH,RUBIA PRECIOSA,409075,02oct2018,.56076694,.057693549,.032352634,6844.916,2115.7214
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,29,Abolengo,SHAQIRI,TREASURE BEACH,SHES ALL THAT,,,,,,4848.4819,
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,32,Abolengo,GOOD LAW,ASIATIC BOY,GOT LUCKY,407408,24aug2018,.42467567,.034058921,.014463996,3992.8674,2760.5564
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,20,Abolengo,EDEN H,ASIATIC BOY,EDITINA,406677,02aug2018,.59708059,.031365495,.018727729,4848.4819,2588.9321
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,21,Abolengo,MARTHA'S VINEYARD,LIZARD ISLAND,MATRICULAR,406688,08aug2018,.5425002,.031876866,.017293205,4563.2773,2638.769
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,31,Abolengo,CORRELACIONADA,JOHN F KENNEDY,COOSTENTADA,405999,31jul2018,.38679075,.026577761,.010280033,3137.2532,3051.793
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,27,Abolengo,TA IGUAL,LIZARD ISLAND,TABATA SALE,407400,24aug2018,.49612036,.032197639,.015973905,3137.2532,1963.9863
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,28,Abolengo,IMPRESION JUSTA,JOHN F KENNEDY,IMPRESSIVE STRIPE,409074,30sep2018,.51017058,.029481595,.015040643,5418.8916,3602.8325
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,5,Abolengo,TAKE THE MONEY,JOHN F KENNEDY,TIBETANA INC,409079,06oct2018,.58902103,.030628009,.018040542,16827.084,9327.3721
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,18,Abolengo,CAUTIVA CAT,LIZARD ISLAND,CAPTIVA CAT,410877,24oct2018,.63278151,.024830531,.0157123,6274.5063,3993.3723
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,34,Abolengo,EXACT DAY,ASIATIC BOY,EXACT TIME,406681,03aug2018,.45250341,.017959502,.0081267357,3137.2532,3860.4099
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,4,Abolengo,DONNA LIZ,LIZARD ISLAND,DONNA TINA,411066,30oct2018,.53829664,.035350047,.019028811,8556.1445,4496.416
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,11,Abolengo,ULTRA CLASICO,JOHN F KENNEDY,ULTRAESTHETIC,407774,31aug2018,.55821669,.055212218,.030820381,5989.3013,1943.2925
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,14,Abolengo,SOLD OUT,LIZARD ISLAND,SHAKE IT OUT,410189,11oct2018,.6879915,.027216701,.018724859,5989.3013,3198.5828
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,17,Abolengo,IGNATIUS DU,ASIATIC BOY,IGUALITARIA,410191,10oct2018,.5835312,.030178264,.017609958,6844.916,3886.9578
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,7,Abolengo,LA BUENA RACHA,EQUAL STRIPES,LARACCETTA,410095,12oct2018,.51610333,.030633543,.015810072,10552.578,6674.5918
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,2,Abolengo,BEAU TIME,EQUAL STRIPES,BEST TIME,410101,13oct2018,.54170561,.064051025,.034696799,11408.193,3287.967
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,13,Abolengo,INTERCEPTADA,LIZARD ISLAND,INDISTINTA,411284,05nov2018,.53096348,.021285243,.011301687,5989.3013,5299.4756
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,33,Abolengo,DARLING JOHN,JOHN F KENNEDY,DARLING DIOR,410603,17oct2018,.59177309,.019712927,.01166558,4848.4819,4156.229
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Hembra,12,Abolengo,IDEAL CATCH,CATCHER IN THE RYE,ILDIVA,408249,31aug2018,.52994049,.037290346,.019761665,11408.193,5772.8906
Gran Venta Estrellas  Haras Abolengo  Resumen,06sep2020,2020,Macho,30,Abolengo,VALENTINO R,GALICADO,VALLEY SUNRAY,407773,30aug2018,.73402041,.024921888,.018293174,4563.2773,2494.5247
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,3,Tres Jotas,EL GRAN CARBON,ANGIOLO,SOUTINE,,,,,,15465.253,
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,18,Orilla Del Monte,QUIET PHILLY,JOHN F KENNEDY,QUIET ROMANCE,406044,16jul2018,.51960403,.060204685,.031282596,5453.5366,1743.3134
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,21,Orilla Del Monte,QUEEP RUNNING,ORPEN,QUEEN OF COMEDY,412738,23sep2018,.55173969,.064320512,.035488181,4531.0479,1276.7766
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,17,Orilla Del Monte,IT STARTS,TREASURE BEACH,ITSAWNDERFULLLIFE,,,,,,5534.9326,
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,20,Tres Jotas,EL ECLESIASTICO,ANGIOLO,LA VISITACION,408543,03aug2018,.740035,.12558985,.092940882,4531.0479,487.51935
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,28,Ferre,SEX IN DUBAI,E DUBAI,SEXY GLORY,406838,16jul2018,.65542626,.021661699,.014197647,3744.219,2637.2109
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,8,Orilla Del Monte,YOUTH SONIC,ORPEN,YOURE HISTORY,,,,,,9224.8877,
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,23,Tres Jotas,JOVEN ARLEQUIN,IL CAMPIONE,LA LEOCADIA,409838,09oct2018,.76457489,.08120022,.06208365,4938.0278,795.383
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,16,Tres Jotas,EL ACUCHILLADOR,ANGIOLO,JACKIE O,408917,17sep2018,.79426676,.066680528,.052962128,12426.466,2346.2927
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,25,Orilla Del Monte,LAST WAKE,JOHN F KENNEDY,LAST IMPRESSION,406059,10aug2018,.48514679,.027222836,.013207071,3445.7668,2609.0317
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,33,Orilla Del Monte,QUTE ANTONIA,JOHN F KENNEDY,QUEEN ORPEN,408865,09oct2018,.45015106,.012328389,.0055496376,3445.7668,6208.9941
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,1,Orilla Del Monte,PAY THE MAN,TREASURE BEACH,PUT IT ALL,412741,30oct2018,.70720112,.031349145,.022170151,8410.9268,3793.8069
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,7,Orilla Del Monte,BABE WINNER,ORPEN,BOLD FREUD,406057,08aug2018,.55240458,.0474393,.026205687,10852.809,4141.3945
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,34,Ferre,SIN VACILAR,SANTILLANO,SIN EMBARGO,409344,09oct2018,.48056328,.010601466,.0050946749,3255.8425,6390.6777
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,4,Tres Jotas,ALMENDRO EN FLOR,ANGIOLO,ARTEMISA,410829,19oct2018,.72168648,.115973,.083696142,7868.2861,940.10144
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,6,Orilla Del Monte,START QUEEN,CATCHER IN THE RYE,STORMY FLO,412739,03sep2018,.49964225,.049455836,.024710225,8410.9268,3403.8245
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,2,Santa Rita,JOY MALEVO,FORTIFY,STORMY NINFA,408551,03oct2018,.7136336,.07488212,.053438395,9496.208,1777.0385
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,27,Sauce Grande,STORMY DANIELS,CITYSCAPE,LA DIAMOND,412716,24aug2018,.61355215,.024992611,.015334271,3852.7471,2512.5076
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,24,Orilla Del Monte,TAKE ON,JOHN F KENNEDY,TAMPA QUEEN,406045,18jul2018,.48774472,.032257687,.015733516,3255.8425,2069.3674
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,37,Sauce Grande,MOST PEINADA,MOST IMPROVED,BIEN PEINADA,411468,09oct2018,.68203241,.0086732414,.0059154318,2903.1265,4907.7168
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,22,Tres Jotas,AGUADOR DE SEVILLA,ANGIOLO,SEPHORA,411473,21sep2018,.78214967,.10324979,.080756791,6783.0054,839.93005
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,26,Orilla Del Monte,MY CANDIDATE,JOHN F KENNEDY,MY SHINING STAR,408867,04oct2018,.54942966,.015629252,.008587175,3255.8425,3791.5176
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,11,Santa Rita,EQUAL RULER,EQUAL STRIPES,FERMEZZA,409613,09oct2018,.63153064,.030326026,.019151814,9496.208,4958.3857
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,30,Ferre,QUEEN OF THE STONE,DANIEL BOONE,QUELLE BEAUTE,410886,27oct2018,.60794419,.04874621,.029634975,3472.8989,1171.892
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,36,Sauce Grande,BAKKI,PERFECTPERFORMANCE,MELODY START,407268,20aug2018,.49475145,.016309042,.008068922,3662.823,4539.4204
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,15,Tres Jotas,LA ROBE ROUGE,ANGIOLO,SESTINA,406188,25jul2018,.82025605,.074342281,.060979705,8682.2471,1423.7928
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,10,Tres Jotas,COMEDOR DE PATATA,IL CAMPIONE,EVARTINA,,,,,,9224.8877,
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,32,Ferre,PASAMOS IGUAL,SANTILLANO,COPYIST,,,,,,3445.7668,
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,31,Tres Jotas,LA ENCAJERA,IL CAMPIONE,ACORDANZA,411478,08nov2018,.63033891,.036108796,.022760779,5480.6685,2407.9441
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,35,Orilla Del Monte,ON THE MOVE,SEEK AGAIN,ONE OAK,412744,08nov2018,.66868877,.0286947,.019187825,3635.6909,1894.7905
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,13,Orilla Del Monte,TRUE KENNEDY,JOHN F KENNEDY,TRUE TALENT,406061,12aug2018,.49255294,.040443745,.019920684,6158.9688,3091.7456
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,19,Tres Jotas,EL IMPROVISADOR,IL CAMPIONE,IRISADA,411474,30oct2018,.74824071,.048305064,.036143817,6647.3452,1839.1376
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,29,Orilla Del Monte,SEEK CHARM,SEEK AGAIN,SIOUX ME HONEY,412740,03sep2018,.61817181,.028026888,.017325433,3255.8425,1879.2272
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,14,Orilla Del Monte,LOVE WINNING,ORPEN,LOVE ALWAYS,408863,18oct2018,.50901061,.028898267,.014709525,14651.292,9960.4111
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Hembra,12,Ferre,HISTORIA POLITICA,COSMIC TRIGGER,DEEP SKY,412612,05oct2018,.52730823,.0055138371,.0029074918,5616.3286,19316.748
"Resumen Venta Online Haras Orilla Del Monte, Tres Jotas E Invitados",24aug2020,2020,Macho,9,Tres Jotas,ACTEON,ANGIOLO,TADEMA,409407,24sep2018,.82634234,.076842003,.063497804,11938.09,1880.0792
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,23,La Valkiria E Invitados,MANANO,FALLING SKY,LA MANIPULADORA,415408,30aug2019,.4651458,.01161982,.0054049105,1762.4521,3260.835
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,26,La Valkiria E Invitados,ALADEUNA,HORSE GREELEY,ALAIOR,418391,16sep2019,.5623436,.011778533,.0066235829,1762.4521,2660.8743
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,10,La Valkiria E Invitados,SKYNERA,FALLING SKY,KAREN ANN,412269,24oct2018,.61201936,.0129387,.007918735,3218.3909,4064.2739
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,27,La Valkiria E Invitados,CLARO SILVESTRE,CLARO OSCURO,LA MURALLA,414683,29jul2019,.61402285,.024278177,.014907355,1992.3372,1336.4792
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,2,La Valkiria E Invitados,SKAPARATE,FALLING SKY,SALTA REBEL,407052,15aug2018,.61183822,.024678594,.015099307,7126.437,4719.7114
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,17,La Valkiria E Invitados,EL NOOR,ASIATIC BOY,EMPIRE ROSE,409972,28sep2018,.43436319,.0064182654,.0027878582,3218.3909,11544.313
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,24,La Valkiria E Invitados,BLANCA SKY,FALLING SKY,VISA DEYRA,416697,24sep2019,.39133957,.0086316559,.0033779086,1302.682,3856.4751
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,9,La Valkiria E Invitados,SKOLTADA,FALLING SKY,BOUNCEBERRY,406949,24aug2018,.43078205,.020509774,.0088352421,5747.1265,6504.7754
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,25,La Valkiria E Invitados,SASQUACHAT,DONT WORRY,MISS ARRECIFES,,,,,,1532.567,
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,19,La Valkiria E Invitados,TOVA SKY,FALLING SKY,MONTOVA,407754,28aug2018,.58704227,.013457305,.0079000071,5670.498,7177.8394
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,37,La Valkiria E Invitados,CONSTELADA,FALLING SKY,MASILIA,,,,,,1532.567,
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,18,La Valkiria E Invitados,CHARA SKY,FALLING SKY,CHARIZARD,405697,30jul2018,.49663621,.016870543,.0083785225,3908.0459,4664.3618
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,5,La Valkiria E Invitados,PUERTO ARGENTINO,HOLY BOSS,GRAN MALVINA,410290,08aug2018,.745094,.034253482,.025522064,6130.2681,2401.9482
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,8,La Valkiria E Invitados,SKANDALOSA,FALLING SKY,BRIGHT LEAF,407717,18sep2018,.48712236,.013801014,.0067227823,2988.5059,4445.3408
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,7,La Valkiria E Invitados,SKYLANDIA,FALLING SKY,HISPANA,408160,20sep2018,.52367222,.019679245,.010305474,3601.5325,3494.7764
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,15,La Valkiria E Invitados,CELTIBERA,QUE VIDA BUENA,CELTIC CIRCLE,408163,04oct2018,.50369298,.017091479,.0086088581,4291.1875,4984.6187
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,12,La Valkiria E Invitados,SKIPERLAND,FALLING SKY,AITHANA,407719,19sep2018,.48732474,.020023754,.009758071,3601.5325,3690.8242
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,6,La Valkiria E Invitados,MULISHIANA,CATCHER IN THE RYE,BURG MULISH,405815,20jul2018,.66461831,.043247089,.028742807,13026.82,4532.2017
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,21,La Valkiria E Invitados,EGIPCIO SKY,FALLING SKY,AKI EGIPCIA,416769,06oct2019,.30951616,.0087697366,.0027143753,1226.0536,4516.8906
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,20,La Valkiria E Invitados,PATA SKY,FALLING SKY,PATISSIER,406600,14aug2018,.43115631,.011535001,.0049733883,4597.7012,9244.6055
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,22,La Valkiria E Invitados,CHURRITO SKY,FALLING SKY,OLD CHULLA,415410,12sep2019,.38976908,.018688485,.0072841938,919.54022,1262.3774
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,1,La Valkiria E Invitados,SKALLEJERO,FALLING SKY,CALLE FLORIDA,408161,03oct2018,.57941145,.014987375,.0086838566,3256.7051,3750.2981
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,3,La Valkiria E Invitados,COMENDATORE SKY,FALLING SKY,YORK DEYRA,407757,06sep2018,.55378127,.0088362172,.0048933318,7816.0918,15972.944
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,28,La Valkiria E Invitados,HUMOR AMERICANO,HUMOR ACIDO,TAP DANCING,413553,20jul2019,.64474779,.028445814,.018340375,2145.5938,1169.8745
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,11,La Valkiria E Invitados,SKANKA,FALLING SKY,SU REINADO,407718,09sep2018,.47239226,.021001732,.0099210553,6130.2681,6179.0483
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,14,La Valkiria E Invitados,WALHALA,QUE VIDA BUENA,AWESOME ANEW,407045,15aug2018,.52233928,.045643527,.023841407,10344.827,4339.0171
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Macho,4,La Valkiria E Invitados,SANTO,HOLY BOSS,STRIKE ONE,407520,15aug2018,.77236897,.033398386,.025795877,8045.9771,3119.0942
Gran Venta Haras La Valkiria E Invitados  Resumen,18aug2020,2020,Hembra,13,La Valkiria E Invitados,SKALINATA,FALLING SKY,PROGRAM,406950,05sep2018,.51288235,.015535269,.0079677654,2298.8506,2885.1885
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,8,,EVEN GOT STRIPES,EQUAL STRIPES,MAGIC TINA,409612,23oct2018,.43347281,.039352063,.01705805,11338.703,6647.1274
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Macho,25,,CATCHER JOHN,JOHN F KENNEDY,CATCHER LOVE,406399,27jul2018,.67043656,.022851285,.015320336,5669.3516,3700.5398
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,41,,GREEN HILLS,INTERACTION,NOCCIOLA,405970,28jul2018,.79963249,.027378147,.021892456,2154.3535,984.06201
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,24,,CATCH THE LOVE,CATCHER IN THE RYE,FORTY LOVE,407882,28aug2018,.66942489,.017542958,.011743693,7823.7051,6662.0483
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,48,,RONSIDYNA,DYNAMIX,RONSINA,412567,29oct2018,.38374236,.0080091069,.0030734336,1927.5796,6271.7461
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,22,,MONIFA,HURRICANE CAT,VITAMINADA,407250,17aug2018,.52191907,.021827653,.011392268,5329.1904,4677.9009
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Macho,3,,DON DANTE,JOHN F KENNEDY,DONA GLORIA,,,,,,3514.998,
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Macho,17,,AMIGUITO ESPERANZA,GRAND REWARD,AMIGUITA ESPERANZA,409063,22sep2018,.66795099,.024855701,.01660239,5782.7388,3483.0762
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,39,,FULL LEGEND,FULL MAST,GIANTS BABE,,,,,,2948.0627,
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Macho,9,,SALE A LA CANCHA,ORPEN,MARIA FOR SALE,406541,23jul2018,.71411926,.039952923,.028531151,5045.7231,1768.4962
Gran Venta Fallow Estrellas  Resumen,05aug2020,2020,Hembra,20,,AMIGUITA COQUETA,WAR COMMAND,MI AMIGUITA,410856,28sep2018,.73076355,.02643133,.019315053,5385.8843,2788.4387
