rank,name,padrillo,M,PRS,PR,PS,Sire_Stk_Wnrs_Rnrs,MomSib_Sibs_at2y,Dam_Mean_T3_BSN,Dam_Raced_STK,Dam_Placed_STK,Dam_Total_Rcs,Best_Foal_Bsn,Best_Foal_Raced_Stk,Best_Foal_Placed_Stk,Dam_Sib_Total_G1G2,DamSibs_G1G2_Total,PRS_Value,ownCharac,father,Fathsiblings,mother,Momsiblings,uncles,maternalParents,inbreedingCoefficient,M_age_at_birth,M_season,MomSib_Sibs_raced_at2y,MomSib_wnrs_STK_at2y,MSib_STK_won_at2y,MSib_mean_cumAEI_at2y,studbook_id,birth_month,offs_stk_rnrs,offs_stk_wnrs,sire_ps,birth_eday,MomSib_wnrs3yo_at2y,FathSib_runshare_3yo,sex,Dam_Won_G1_STK,Dam_Won_STK,FathSibSTKWnrsPerRnr,FathSibSTKWnrsPerOffs,MSib_StkWnrs_Offs,FathSib_STKWinnersLast4Gens,FathSibSTKWnrShL4Gens,lote,haras,link,start,end_date,f_STK_races_total_races,raced_won_g1_yn,cei_per_offs
23,PAPERBUSH,FORTIFY (USA),PAPER MATE,.026337484,.6652658,.039589416,.13207547,2,102.29977,YES,YES,16,,No,No,0,,5794.2466,-.077003181,-.044268742,.22619912,.11958264,-.17122747,.085160799,.03462645,.0406842343654716,8.1808224,3,0,0,0,0,446354,10,0,0,.18193038,09oct2023,0,.54481131,2,0,0,.13207547,.071156293,0,28,.067632847,7,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,y-n-n,0
5,PARROQUIANO,SEÑOR CANDY (USA),LUNA MANI,.012595409,.6952281,.018116944,.048979592,1,92.888916,YES,Yes,36,75.426735,No,No,0,0,2770.99,.048294544,-.13395272,.053293854,.071853936,.089107484,.005002927,-.0024776245,.021975049359753,10.049315,4,1,0,0,.15279379,443218,8,0,0,-.080658868,20aug2023,0,.5020408,2,0,1,.048979592,.026143791,0,8,.028776979,5,El Trebol,https://www.fallowremates.com/remates/6,,,.080581762,y-y-n,1.2223504
17,PETITE MECHI,NICHOLAS,PETITE JUANI,.0043368093,.33326572,.013013068,0,4,105.07021,No,No,5,84.754898,No,No,0,0,954.09802,-.14228487,.031681702,-.080816537,.037225269,.11321765,-.0040651523,-.0024776245,.0294463994650869,12.164384,7,2,0,0,.15543735,445802,11,0,0,-.049134836,08nov2023,0,1,1,0,0,0,0,0,0,0,16,El Trebol,https://www.fallowremates.com/remates/6,,,0,n-n-n,1.0492021
1,PIANTINI,DADDY LONG LEGS (USA),ICARIA,.020420173,.66450816,.030729754,.081081077,0,115.32304,Yes,Yes,15,,No,No,0,,4492.438,.15579867,.034279555,.10445373,.16171125,-.040744971,.033038132,-.016341079,.0464369505489231,5.9561644,1,0,0,0,0,441706,7,0,0,.13873328,06jul2023,0,.67567569,2,0,1,.081081077,.039999999,0,12,.040268455,26,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.12418301,y-y-n,
37,PIONYANG,NICODEMUS (USA),PURA LEY,.017198004,.6348269,.027090855,.045471769,1,,No,No,0,,No,No,0,,3783.5608,-.082641125,.030282989,-.072531104,-.1089041,-.17644922,.044419602,-.0060006697,.050870838429546,5.0136986,2,0,0,0,0,445803,10,0,0,-.042248115,23oct2023,0,0,2,0,0,0,0,0,0,0,12,El Trebol,https://www.fallowremates.com/remates/6,,,,n-n-n,0
6,POINT TO POINT,FORTIFY (USA),PLEASANT PACIFIC (USA),.037277114,.6730603,.055384509,.13207547,9,,No,No,0,115.20975,YES,YES,14,.5,8200.9648,.023051023,-.044268742,.23307273,.13393897,.09200196,-.036244512,.03462645,.0453810898761731,15.498631,10,4,0,0,.66057307,444006,8,0,0,.18880399,28aug2023,2,.54481131,2,0,0,.13207547,.074172184,0,28,.067632847,5,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,2.0551162
24,PORTINARI,MASK (USA),TESINA,.0076120039,.61550856,.012367016,.045471769,0,98.702148,Yes,Yes,23,,No,No,0,,1674.6409,.015663266,-.0081806183,.019571394,-.033175442,-.11194827,.011776581,-.018375274,.0229498877406513,7.1369863,1,0,0,0,0,443636,8,0,0,.011390775,30aug2023,0,.72500002,2,0,0,.050000001,.017094018,0,2,.02020202,7,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.15458937,y-n-n,
8,PREMIADO,QUE VIDA BUENA,PREMUROSA,.013036397,.46504915,.028032301,.019911505,7,37.310715,No,No,5,115.26038,YES,Yes,1,.018518519,2868.0073,.14500606,.10018802,.0030496269,-.062840641,.22368887,-.025356848,-.0045907702,.0378157742889016,16.799999,10,5,0,0,.24803984,441524,7,0,0,.10323764,05jul2023,1,.28318584,2,0,0,.019911505,.0094836671,0,3,.011152416,1,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.038540147,n-n-n,1.9134501
15,PUERTO LAPI,TREASURE BEACH (GB),PRE COMPAÑIA,.039143622,.72960889,.053650144,.042959426,8,104.50431,YES,Yes,9,110.3157,YES,Yes,2,.040816326,8611.5967,.050764441,.030282989,-.0584355,-.081370041,.17097773,-.025900144,.034852028,.0354281447362155,15.041096,10,4,0,0,.24499759,443010,8,0,0,-.028152511,28aug2023,1,.52028638,2,0,0,.042959426,.025641026,0,3,.0099337753,11,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.067471437,y-n-n,1.5006102
100,QUALITY CHUCK,UNCLE CHUCK (USA),QUEEN OF MUSIC,.008181626,.53674483,.015243045,.045471769,2,59.434273,No,No,3,,No,No,0,,1799.9578,-.050798535,-.044268742,-.1342296,-.032905411,-.17122747,.021256022,-.0062262453,.0280696177942446,10.057534,5,0,0,0,0,445458,9,0,0,-.17849834,28sep2023,0,0,2,0,0,0,0,0,0,0,30,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,0
84,QUALITY MARK,PUERTO ESCONDIDO,QUEEN MARTA,.011540661,.61898321,.018644545,.025316456,0,63.673805,No,No,3,,No,No,0,,2538.9453,.11119398,-.011491746,-.18435307,-.032905411,-.17122747,-.012121961,-.0062262453,.0418485171467182,5.7726026,1,0,0,0,0,442780,7,0,0,-.19584481,22jul2023,0,.4050633,2,0,0,.025316456,.0092592593,0,2,.0094339624,38,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.024518389,n-n-n,
57,QUE BUENA SEÑAL,QUE VIDA BUENA,EXPERIENCIA DOLCE,.0046015512,.36015081,.012776734,.019911505,3,96.59201,No,No,23,,No,No,0,0,1012.3412,.0092182755,.10018802,.002669245,-.049432974,-.12322762,-.0052688606,-.0045907702,.0460152975210804,8.9232874,4,1,0,0,.015967524,443175,8,0,0,.10285726,31aug2023,0,.28318584,1,0,0,.019911505,.0093167704,0,3,.011152416,13,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.038540147,n-n-n,.005322508
21,QUE MANDON,QUE VIDA BUENA,AQUI MANDO YO,.0088846711,.42552042,.020879541,.019911505,7,97.077492,YES,No,7,83.887115,No,No,0,0,1954.6277,.04425019,.10626629,-.057109848,.060405657,.01456283,-.036015131,.029276825,.0620910350771737,13.082191,9,2,0,0,.15765809,442143,8,0,0,.049156442,18aug2023,0,.28318584,2,0,0,.019911505,.0093750004,0,3,.011152416,22,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.038540147,y-n-n,.18018067
71,QUEBEC HOLIDAY,UNCLE CHUCK (USA),QUEEN DIANA,.014323098,.65080702,.02200821,.045471769,3,95.604691,No,No,7,97.818649,No,No,0,0,3151.0815,-.067474186,-.044268742,-.1342296,-.02474685,.052599624,.01342319,-.0062262453,.0280335267379996,8.0547943,4,1,0,0,.55066216,445466,10,0,0,-.17849834,05oct2023,0,0,2,0,0,0,0,0,0,0,32,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,2.2026486
105,QUEEN AMBRA,PUERTO ESCONDIDO,QUEEN AMIRA,.006840182,.57680625,.011858717,.025316456,0,91.398804,No,No,16,,No,No,0,,1504.8401,-.098443329,-.011491746,-.18758059,-.062581398,-.17122747,-.012121961,-.0062262453,.0536976003495511,5.0301371,1,0,0,0,0,446363,10,0,0,-.19907233,18oct2023,0,.4050633,1,0,0,.025316456,.0078431377,0,2,.0094339624,53,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.024518389,n-n-n,
3,QUICK BOONE,DANIEL BOONE (BRZ),QUICK EAGLE,.035962213,.66948664,.053716104,.052287582,3,102.80234,No,No,8,95.394829,No,No,0,0,7911.687,.1649335,.0044128597,-.026038073,.09914121,.090237916,-.018574286,.032026149,.0244619777367916,10.783562,6,1,0,0,.26567376,441757,7,0,0,-.021625213,03jul2023,1,.4509804,2,0,0,.052287582,.025974026,0,2,.0080645159,31,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.079058029,n-n-n,.79702127
91,QUICK MORRIS,GOUVERNEUR MORRIS (USA),QUEEN NAIMA,.010504608,.61784464,.017002022,.045471769,0,93.881035,No,No,7,,No,No,0,,2311.0137,-.019829333,-.044268742,-.11374326,-.02474685,-.17122747,.021256022,-.0062262453,.0294367627502652,5.9917808,1,0,0,0,0,445027,9,0,0,-.158012,15sep2023,0,1,2,0,0,.22222222,.013071896,0,2,.024691358,36,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.21052632,n-n-n,
82,QUINCY UNCLE,UNCLE CHUCK (USA),QUEEN DORIA,.011682943,.68915546,.016952552,.045471769,3,92.992401,No,No,10,86.210548,No,No,0,0,2570.2476,-.10797232,-.044268742,-.1342296,-.044925276,-.036198899,.01342319,-.0062262453,.0280335267379996,9.1260271,5,2,0,0,.094177261,447063,10,0,0,-.17849834,22oct2023,0,0,2,0,0,0,0,0,0,0,34,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,.62784839
2,REAL THING,NICODEMUS (USA),REGAL COMPACT,.016228875,.53723878,.030207938,.045471769,10,86.237991,No,No,7,119.32788,YES,YES,11,.17460318,3570.3525,.07449919,.037445053,-.020157173,-.041625805,.37711883,-.024643319,.038375072,.0196162045613164,18.775343,10,6,1,6,.92527211,441876,8,0,0,.01728788,09aug2023,1,0,2,0,0,0,0,.1,0,0,1,El Trebol,https://www.fallowremates.com/remates/6,,,,n-n-n,5.8292141
8,ROCKSTRONG,SEAHENGE (USA),ROMANARA,.011930307,.8806718,.013546825,.02586207,6,79.303795,No,No,10,98.245224,No,No,0,0,2624.6677,.059853852,-.025521845,-.040235713,.002949873,-.12624115,-.036613081,.0068064369,.0249012353688158,13.964383,8,5,0,0,.058553409,444441,8,0,0,-.065757558,28aug2023,0,.62068963,2,0,0,.02586207,.012145749,0,3,.013636364,21,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.06401138,n-n-n,.35132045
3,ROMANTIQUE,HI HAPPY,LUNA DE ROMA,.026245018,.64923853,.04042431,.067226894,2,45.676994,No,No,2,77.315125,Yes,No,0,0,5773.9043,.09603411,.23727536,.065222189,-.086799614,.069320872,.038395673,.0063814763,.0376896189627587,7.8821917,4,1,0,0,.18054271,444397,7,0,0,.30249757,23jul2023,1,.55462188,2,0,0,.067226894,.03018868,0,8,.030769231,17,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.13539192,n-n-n,.81244218
16,RUN A RACE,LIZARD ISLAND (USA),RUN FOR LOVE,.0044591632,.44393608,.010044606,.040723983,9,101.98991,YES,YES,12,91.656532,No,No,0,0,981.01587,-.054141879,.037445053,.044383675,-.041625805,-.15504959,-.0065990984,-.0024776245,.0622200296493247,18.035616,10,6,0,0,.042799518,444813,10,0,0,.081828728,02oct2023,0,.3800905,1,0,0,.040723983,.02772074,0,6,.02764977,9,El Trebol,https://www.fallowremates.com/remates/6,,,.051814768,y-n-n,.30435213
10,SALTO EL LAJA,DADDY LONG LEGS (USA),SUBYUGANTE,.046468265,.78249854,.059384476,.081081077,0,111.87988,Yes,Yes,20,,No,No,0,,10223.019,.1389074,.030282989,.090316981,.14720145,-.17644922,-.015898515,-.0060006697,.0329196868046893,6.0054793,1,0,0,0,0,441791,7,0,0,.12059997,22jul2023,0,.67567569,2,0,1,.081081077,.038834952,0,12,.040268455,4,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.12418301,y-y-n,
19,SAN FERNANDO,SUGGESTIVE BOY,SCHILLERIANA,.036098283,.72324139,.049911804,.064516127,0,101.91537,YES,YES,15,,No,No,0,,7941.6221,-.0897879,.022225037,.027030796,.13150713,-.17644922,.11254424,.034852028,.0295840036387744,7.1835618,2,0,0,0,0,447422,10,0,0,.049255833,26oct2023,0,.45161289,2,0,1,.064516127,.034582134,0,5,.027173912,9,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.093473449,y-y-n,
8,SAN GREGORIO,SUGGESTIVE BOY,SHE'S HAPPY,.049698845,.58725917,.08462847,.064516127,7,115.57062,YES,YES,13,115.33717,YES,YES,2,.090909094,10933.746,-.044525266,.022225037,.027718157,.39568242,.18670975,-.062890798,.034852028,.0560660996488878,14.175343,9,1,1,1,.48052314,445342,10,0,0,.049943194,07oct2023,0,.45161289,2,1,1,.064516127,.034883723,.14285715,5,.027173912,5,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.093473449,y-y-y,1.5102156
15,SAN SIRO,FORTIFY (USA),SEDUCING,.030220192,.59557962,.050740808,.13207547,5,,No,No,0,110.7253,YES,YES,3,.1875,6648.4424,-.1579994,-.044268742,.22198418,-.064474203,.37317586,.00040535629,.03462645,.0561964586850081,11.117808,6,3,1,1,.50707066,447343,11,0,0,.17771544,12nov2023,1,.54481131,2,0,0,.13207547,.069306932,.2,28,.067632847,13,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,1.6226261
44,SANGRIA,DANIEL BOONE (BRZ),SAVAGE NIGHTS,.018226873,.56059015,.032513723,.052287582,5,96.65477,No,No,10,91.640144,No,No,0,0,4009.9121,-.037557125,.0044128597,-.033290267,.016745992,.00098028779,.028712504,-.0088265464,.0391307287645759,10.980822,7,2,0,0,.059513204,445894,9,0,0,-.028877407,26sep2023,0,.4509804,1,0,0,.052287582,.022792023,0,2,.0080645159,28,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.079058029,n-n-n,.21424752
65,SEÑOR MAYOR,TOUAREG,SARAHNADE,.0039972798,.40167838,.0099514434,0,2,103.09747,No,No,11,,No,No,0,,879.40155,-.012221932,-.063151799,-.015368305,.038033448,-.12473487,.033618983,-.052242868,.0276117267931113,9.9561644,4,0,0,0,0,444328,9,0,0,-.078520104,09sep2023,0,.61290324,2,0,0,0,0,0,0,0,9,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,0
97,SHANI,GOUVERNEUR MORRIS (USA),SHERAH,.0088933511,.52520669,.01693305,.045471769,0,75.822403,No,No,4,,No,No,0,,1956.5372,-.022211611,-.044268742,-.11374326,-.047681127,-.17122747,.04432404,-.0062262453,.0364818805701361,6.9643836,1,0,0,0,0,445031,9,0,0,-.158012,16sep2023,0,1,1,0,0,.22222222,.012987013,0,2,.024691358,48,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.21052632,n-n-n,
41,SIEMPRE DE PIE,MOOTASADIR (GB),KUWAITIANA,.0074512283,.62696719,.011884559,.045471769,3,97.529495,No,No,11,96.233818,No,No,0,0,1639.2703,-.059875607,.077012852,-.12809655,.016608879,-.0091450214,.015292816,-.0014966698,.047945646194421,11.063014,6,2,0,0,.22653744,446178,10,0,0,-.051083699,20oct2023,0,1,2,0,0,0,0,0,0,0,3,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.047619049,n-n-n,.45307487
66,SIFRIA,GOUVERNEUR MORRIS (USA),SIFRA,.01448503,.58951271,.024571192,.045471769,9,97.330391,YES,No,10,113.36325,YES,YES,10,.15151516,3186.7065,-.11750132,-.044268742,-.11374326,-.064474203,.16893284,.032839164,-.0062262453,.0278937821858563,17.027397,10,7,0,0,.3008619,447066,10,0,0,-.158012,26oct2023,3,1,1,0,0,.22222222,.010928961,0,2,.024691358,49,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.21052632,y-n-n,2.2063205
51,SILKY RED,PUERTO ESCONDIDO,SILKY ROSE,.018028568,.62806994,.028704716,.025316456,0,101.26595,YES,No,8,,No,No,0,,3966.2852,.10166502,-.011491746,-.18454668,.23729011,-.17122747,-.012121961,-.0062262453,.038320898249367,6.9972601,1,0,0,0,0,442781,7,0,0,-.19603842,26jul2023,0,.4050633,2,0,0,.025316456,.0091743115,0,2,.0094339624,39,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.024518389,y-n-n,
67,SILVER RED,PUERTO ESCONDIDO,SIBERIAN ROSE,.014403143,.55673808,.025870591,.025316456,5,72.988274,No,No,2,101.26595,YES,No,1,.050000001,3168.6914,-.091296613,-.011491746,-.18751021,-.0033539906,.16921441,.018094808,-.0062262453,.0360440353615559,13.20274,8,2,0,0,.35861313,446362,10,0,0,-.19900195,15oct2023,0,.4050633,2,0,0,.025316456,.0078740157,0,2,.0094339624,42,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.024518389,n-n-n,1.4344525
4,STORMCLAP,GOUVERNEUR MORRIS (USA),STORMY EMPIRICA,.013808823,.8366226,.016505439,.045471769,9,108.85345,YES,YES,17,98.947754,No,No,0,0,3037.9412,.057471573,-.066356808,-.029978052,.002949873,.011583,-.035569679,.0068064369,.033119529394753,14.917809,10,7,0,0,.09979856,445663,8,0,0,-.09633486,29aug2023,0,1,2,0,1,.22222222,.015037594,0,2,.024691358,19,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.21052632,y-y-n,.52117026
49,TABEADA,DANIEL BOONE (BRZ),TANGA CARIOCA (USA),.017551089,.50559556,.034713693,.052287582,7,,No,No,0,3.3262174,No,No,0,0,3861.2395,.1149064,.0044128597,-.028079391,.1209932,-.12951894,-.058087729,-.0088265464,.0393475790478988,17.249315,10,1,0,0,0,441767,7,0,0,-.023666531,24jul2023,0,.4509804,1,0,0,.052287582,.025078369,0,2,.0080645159,30,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.079058029,n-n-n,0
16,TAKE ONE,JAPAN (USA),TAKEN AWAY (BRZ),.02723965,.57137764,.047673639,.045471769,9,111.23055,YES,YES,12,113.35768,Yes,Yes,0,0,5992.7231,-.11378884,-.036422104,.092138365,-.049885921,.35564384,-.030404666,.032026149,.0345367823174456,17.290411,10,7,1,1,.26664022,447391,10,0,0,.055716261,28oct2023,1,.4375,2,0,1,.0625,.018518519,.11111111,1,.022222223,33,Juan Antonio y Santa Maria de Araras e Invitados,https://www.fallowremates.com/remates/5,,,.10309278,y-y-n,2.1034951
17,TANTAS VECES,COSMIC TRIGGER,CHINA DE ARTEAGA,.010251193,.54404867,.01884242,.073170729,2,107.2687,YES,YES,13,106.41488,YES,Yes,1,.06666667,2255.2625,-.059875607,-.094384924,.044341311,.03965649,.23432443,-.045688722,.039356027,.0371166562908911,10.021917,5,2,1,1,.81940347,446179,10,0,0,-.050043613,20oct2023,1,.4593496,1,0,0,.073170729,.033027522,.5,10,.029325513,5,Gran Venta Fallow Areco,https://www.fallowremates.com/remates/4,,,.10534052,y-n-n,6.1455259
7,TENERIFE BOY,SUGGESTIVE BOY,TERRALBA (USA),.051116005,.78048944,.065492243,.064516127,7,,No,No,0,107.94482,YES,Yes,2,.016949153,11245.521,-.0016449094,.022225037,.028653502,.11704313,.15908517,-.062890798,.034852028,.0607439180457732,14.605479,10,7,0,0,.17738594,443999,9,0,0,.05087854,19sep2023,1,.45161289,2,0,0,.064516127,.035294119,0,5,.027173912,17,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.093473449,n-n-n,2.9902201
44,TEOBALDO,UNCLE CHUCK (USA),JOY TESALINA,.020986324,.59859622,.035059232,.045471769,1,103.27265,YES,No,11,,No,No,0,,4616.9912,.12786967,-.044268742,-.1342296,.24465993,-.17122747,.070329003,-.0062262453,.0332031600519258,6.9178081,2,0,0,0,0,442009,7,0,0,-.17849834,15jul2023,0,0,2,0,1,0,0,0,0,0,21,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,y-y-n,0
32,THESIS,TOUAREG,JAZZY CLON,.0062902872,.34136412,.018426914,0,9,80.043762,No,No,15,103.02428,No,No,0,0,1383.8632,.11880141,-.063151799,-.015368305,-.062840641,.1370931,.01730882,-.0045907702,.0323476568155456,15.909589,10,4,0,0,.26458099,441526,7,0,0,-.078520104,16jul2023,1,.61290324,1,0,0,0,0,0,0,0,16,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,.5879578
70,TRUCO DE MAGIA,TOUAREG,CHARMING MEG (USA),.0037433619,.36320114,.010306581,0,3,,No,No,0,,No,No,0,0,823.53961,.11880141,-.063151799,-.015368305,-.090374701,-.12322762,-.041783873,.036261924,.0462995364214294,8.323288,5,1,0,0,.083677679,441525,7,0,0,-.078520104,16jul2023,0,.61290324,2,0,0,0,0,0,0,0,6,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,.02789256
4,TRUE BOY,TRUE CAUSE (USA),INDICADA GIRL,.0080994712,.7907176,.01024319,.019607844,0,95.988556,Yes,No,19,,No,No,0,,1781.8837,.033946931,-.040834963,-.09799961,-.015025795,-.11982257,.0030863173,-.035739075,.0332718733843649,6.0219178,1,0,0,0,0,442038,8,0,0,-.13883457,15aug2023,0,.40336135,2,0,0,.019607844,.012280702,0,0,0,13,TRES MARÍAS,https://arg-sales.com/remates/view/359,19-06-2025,22-06-2025,.034018263,y-n-n,
57,TUKARAM,FORTIFY (USA),TELA (USA),.016577251,.54093319,.030645654,.13207547,1,,No,No,0,,No,No,0,,3646.9954,-.086532116,-.044268742,.22517529,.10640492,-.17122747,-.068169914,.03462645,.0437696157023311,11.572602,2,0,0,0,0,446357,10,0,0,.18090655,13oct2023,0,.54481131,2,0,0,.13207547,.070707068,0,28,.067632847,9,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,0
13,TUNELERO,MANIPULATOR (USA),OLIVE GARDEN,.00515466,.44085902,.011692309,.039035592,5,,No,No,0,52.000164,No,No,0,0,1134.0251,.017325401,.037445053,-.022412829,-.069159865,-.13090549,.026958279,.038375072,.0285119297623169,12.150685,8,1,0,0,.40550107,443222,9,0,0,.015032224,02sep2023,0,.50861079,2,0,0,.039035592,.026666667,0,3,.009615385,10,El Trebol,https://www.fallowremates.com/remates/6,,,.045933187,n-n-n,.24330065
68,TWIN SISTER,HI HAPPY,TWIN SHADOW,.014381809,.50256133,.028617023,.067226894,0,,No,No,0,,No,No,0,,3163.998,.0063753128,.24157594,-.014998496,-.092008263,-.17122747,-.012121961,-.0062262453,.0361830690380884,5.1397262,1,0,0,0,0,444301,9,0,0,.22657745,04sep2023,0,.55462188,1,0,0,.067226894,.02739726,0,8,.030769231,44,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.13539192,n-n-n,
25,VA SOLA,TOUAREG,VALERISCA,.0072048842,.32536352,.022144105,0,5,74.681404,No,No,11,95.963173,No,No,0,0,1585.0745,.09259674,-.063151799,-.015368305,-.0047692731,.098521717,.089674309,.036261924,.0344332225213293,12.926027,7,1,0,0,.20907992,442054,7,0,0,-.078520104,27jul2023,0,.61290324,1,0,0,0,0,0,0,0,18,Don Florentino - La Valkiria,https://www.fallowremates.com/remates/7,,,.0073529412,n-n-n,.37634388
94,VACATION CHUCK,UNCLE CHUCK (USA),VAGA JOY,.0098174401,.5479151,.017917812,.045471769,0,83.062569,No,No,2,,No,No,0,,2159.8369,-.031740546,-.044268742,-.1342296,-.0033539906,-.17122747,.06149254,-.0062262453,.0295866523229051,5.0547943,2,0,0,0,0,445033,9,0,0,-.17849834,20sep2023,0,0,2,0,0,0,0,0,0,0,27,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,,n-n-n,
5,VALLE NEVADO,DADDY LONG LEGS (USA),VERDE PIPIAN,.053047132,.74976164,.070751995,.081081077,0,104.61328,YES,YES,7,,No,No,0,,11670.369,.11032051,.030282989,.087542385,.34394288,-.17644922,-.018187851,-.0060006697,.0349918841939143,4.8301368,1,0,0,0,0,441775,8,0,0,.11782537,03aug2023,0,.67567569,2,0,1,.081081077,.037617553,0,12,.040268455,6,POZO DE LUNA,https://arg-sales.com/remates/view/349,19-05-2025,22-05-2025,.12418301,y-y-n,
46,VOLTANA,HI HAPPY,VOMBA (USA),.019979276,.5027709,.039738331,.067226894,0,,No,No,0,,No,No,0,,4395.4404,.0087575316,.24157594,-.014783919,.10640492,-.17122747,.018097445,-.013025649,.0650092836585827,7.3972602,1,0,0,0,0,444313,9,0,0,.22679202,03sep2023,0,.55462188,1,0,0,.067226894,.027491409,0,8,.030769231,43,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.13539192,n-n-n,
38,WARRIOR PETER,FORTIFY (USA),LA SOUL (USA),.022624461,.60124612,.037629284,.13207547,1,,No,No,0,,No,No,0,,4977.3813,.080224812,-.044268742,.23982534,.10640492,-.17122747,-.068169914,-.0062262453,.0383677677600645,10.287671,2,0,0,0,0,442779,8,0,0,.1955566,04aug2023,0,.54481131,2,0,0,.13207547,.077134989,0,28,.067632847,2,SANTA INÉS,https://arg-sales.com/remates/view/350,29-05-2025,01-06-2025,.14757062,n-n-n,0
